prediction_date,distributor_id,ptitle,page_name,Predict_category,Predict_brand,,,,,,,,,,,,,,
2021-06-01 17:05:00,6727,buy suri hanging planter - olive|  au,https://www.domayne.com.au/suri-hanging-planter-olive.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12693,"tvs, tekshop247.com",https://www.tekshop247.com/index.php,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12198,"klipsch - reference series 10 150w powered subwoofer - black""",https://icuracao.com/klipsch-reference-series-10-150w-powered-subwoofer-black.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13508,bosch pbp6b5b60 4 burner gas hob,https://www.borshch.co.uk/bosch-pbp6b5b60-stainless-steel-400001817.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7623,syrp product turntanble,https://www.dalephotographic.co.uk/home/4416-syrp-product-turntanble-9421032390012.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14865,celestron powerseeker accessory kit,https://www.picstop.co.uk/telescope-eyepieces/celestron-powerseeker-accessory-kit.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14865,celestron c90 mak spotting scope,https://www.picstop.co.uk/celestron-telescopes/celestron-c90-mak-spotting-scope.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13427,broil king silicone side shelf mat (60009) -,https://www.bbqworld.co.uk/broil-king/broil-king-silicone-side-shelf-mat.asp,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13427,char broil t5000 titan (140689) -,https://www.bbqworld.co.uk/char-broil/char-broil-titan.asp,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13481,- candy fc9d405in built-in oven,https://www.applianceshop.co.uk/candy-fc9d405in-built-in-double-oven-in-stainless-steel,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13481,- neff b57vr22n0b built-in oven,https://www.applianceshop.co.uk/neff-b57vr22n0b-electric-single-multifunction-pyrolytic-oven-in-stainle,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13481,- neff n17xh10n0 accessory drawer,https://www.applianceshop.co.uk/neff-n17xh10n0-n70-built-in-sous-vide-vacuum-drawer,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,2274,dick smith | black & decker foldable workbench (wm536-xe) | home & garden » tools & workshop equipment » power tools » welding & soldering tools,https://www.dicksmith.com.au/da/buy/black-decker-foldable-workbench-wm536-xe/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13131, kitchenaid food processor attachment for stand mixer | ,https://prcdirect.co.uk/kitchenaid-5ksm2fpa-food-processor-attachment-for-stand-mixer.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,867,g-technology g-raid 2-bay thunderbolt 3 raid array with 28tb (2x 14tb) hdd 0g10414,https://www.adorama.com/gte0g10414.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,867,"g-technology g-speed shuttle 4-bay thunderbolt 3 raid array, 56tb (4x 14tb) hdd 0g10401-1",https://www.adorama.com/gte0g10401.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7206,"hp elitebook x360 830 g6 13.3 fhd i7-8565u 8gb 25 7pk04pa |  online""",https://www.shoppingexpress.com.au/buy/hp-elitebook-x360-830-g6-13.3-fhd-i7-8565u-8gb-256/7PK04PA,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13939,"lsxc22396d lg 36 counter depth refrigerator with instaview door-in-door and smartthinq technology - black stainless steel""",https://www.us-appliance.com/lsxc22396d.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12198,palace living room 2 piece set,https://icuracao.com/esp/palace-2pc-living-room-set.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,5606,whirlpool uw8f2cxlsb frost free 252l upright freezer - stainless steel effect - a++,https://www.atlanticelectrics.co.uk/whirlpool-uw8f2cxlsb-freezer.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13481,- zanussi zof35661xk built-in oven,https://www.applianceshop.co.uk/zanussi-zof35661xk-built-under-electric-double-oven-stainless-steel,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,tauris platinum2250 platinum entertainment unit 2250 black,https://www.betta.com.au/tauris-platinum-2250-entertainment-unit-black-805272,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,5805,"tech21 t21-7239 - tech21 studio colour mobile phone case 14.7 cm [5.8] cover coral""",https://www.lambda-tek.com/Tech21-T21-7239~sh/B43483359,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,2274,"dick smith nz| remanufactured hp 951xl cyan cartridge | computers/tablets & networking » printers, scanners & supplies » printer ink, toner & paper » ink cartridges",https://www.dicksmith.co.nz/dn/buy/remanufactured-hp-951xl-cyan-cartridge-generic/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,8783,buy yamaha 5.1ch home theatre pack yht1840b | bi-rite,https://www.birite.com.au/product/yamaha-yht1840b-5-1ch-home-theatre-pack/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12167,weber traveler portable gas grill | official uk stockist | wow bbq,https://www.wowbbq.co.uk/categories/weber-barbecues/product/weber-traveler/9010074~9010074,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12167,weber genesis ii s-410 gbs gas bbq black | weber world store | wow bbq,"https://www.wowbbq.co.uk/categories/weber-barbecues/weber-gas-bbqs/weber-genesis-bbqs/filter=type1~3,type1~16,type9~33,type3~25/product/weber-genesis-ii-s-410-gbs-gas-grill/62001174~WEB62001174",,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12167,"weber griddle - q3200/q3000 | weber world store, uk | wow bbq",https://www.wowbbq.co.uk/categories/weber-accessories/product/weber-griddle/6506~6506,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12167,weber genesis ii s-410 gbs gas bbq black | weber world store | wow bbq,https://www.wowbbq.co.uk/categories/weber-barbecues/weber-gas-bbqs/page=3/product/weber-genesis-ii-s-410-gbs-gas-grill/62001174~WEB62001174,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13427,weber® go anywhere™ charcoal bbq (1131004) -,https://www.bbqworld.co.uk/weber-barbecues/charcoal/weber-go-anywhere-charcoal-bbq.asp,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13427,weber pellet storage bag (7007) -,https://www.bbqworld.co.uk/weber-barbecues/wood-pellet/weber-pellet-storage-bag.asp,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12073,"motorola st6101 - barcodes, inc.",https://www.barcodesinc.com/symbol/part-st6101.htm,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,9198,techlink pm120b panorama tv stand in black oak for tv's up to 60'',https://www.sonicdirect.co.uk/prod/TV-Stands/Techlink-PM120B-Panorama-TV-Stand-in-Black-Oak-for-TVs-up-to-60,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,29,pm6-uk - apc surgearrest essential - surge protector - ac 230 v - output connec,https://www.comet.co.uk/product/UPS-Power-Supply/Surge-Protection/Schneider-Electric/PM6-UK-APC-SurgeArrest-Essential---Surge-protector---AC-2,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12073,"magtek 30050400 payment terminal - barcodes, inc.",https://www.barcodesinc.com/magtek/part-30050400.htm,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14715,liebherr cbnes6256 side by side combination,https://www.mrcentre.co.uk/liebherr-cbnes6256-stainless-steel-100022907.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,5805,asrock h410m-hdv r2.0 - asrock h410m-hdv r2.0 intel h410 1200 micro atx 2 ddr4 vga dvi hdmi,https://www.lambda-tek.com/Asrock-H410M-HDV-R2-0~sh/B45378571&viewOverview=y,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6728,buy westinghouse 54cm freestanding cooker with electric oven and ceramic cooktop |  au,https://www.joycemayne.com.au/westinghouse-54cm-freestanding-cooker-with-electric-oven-and-ceramic-cooktop.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13953,uk hoover hddb4106ambc,https://www.electricaldiscountuk.co.uk/hddb4106ambc-1400rpm-washer-dryer-10kg-6kg-load-wi-fi-care-dose.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12073,"zebra g79057m thermal printhead - barcodes, inc.",https://www.barcodesinc.com/zebra/part-g79057m.htm,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,16235,zip mt2790z7 hydrotap g4 celsius arc bcsha,https://www.designerappliances.com.au/zip-celsius-all-in-one-hydrotap-brushed-gold-745705,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12073,"zebra ld-r2bf5w-r barcode label - barcodes, inc.",https://www.barcodesinc.com/zebra/part-ld-r2bf5w-r.htm,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,miele active airclean filter with timestrap,https://www.betta.com.au/miele-active-airclean-filter-with-timestrap-414908,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,8783,buy westinghouse 453l dark stainless bottom mount refrigerator wbe4500bcr | bi-rite,https://www.birite.com.au/product/westinghouse-wbe4500bcr-453l-dark-stainless-steel-bottom-mount-refrigerator/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,16786,hotpoint 60cm electric oven - stainless steel - a rated - mg domestic,https://www.mgdomestic.co.uk/hotpoint-60cm-electric-oven-stainless-steel-a-rated/p-550,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,11687,hotpoint aoy54cix stainless steel built in electric single oven,https://www.cramptonandmoore.co.uk/hotpoint-aoy54cix-stainless-steel-built-in-electric-single-oven.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7227,hp thunderbolt dock 230w g2 cable- new |,https://rosmancomputers.com.au/hp-thunderbolt-dock-230w-g2-cable-new/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13512,"hotpoint dd2540bl enamel interior double fan oven, a energy from kensington domestic appliances | kensington appliances",https://www.kensingtonappliances.co.uk/hotpoint-dd2540bl-enamel-interior-double-fan-oven-a-energy.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,1410,fujifilm xf 8-16mm 2.8 r lm wr | london camera exchange,https://www.lcegroup.co.uk/New/fujifilm-xf-8-16mm-28-r-lm-wr_24339.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,1410,sony fe 50mm f/1.8 | london camera exchange,https://www.lcegroup.co.uk/New/sony-fe-50mm-f18_11081.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,173,wd my passport 1tb for mac portable hard drive black (wdbfkf0010bbk-wese) | bt shop,https://shop.bt.com/products/wd-my-passport-1tb-for-mac-portable-hard-drive-black-wdbfkf0010bbk-wese-DL0J.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,5805,"alcatel 8085-2calgb1-p - alcatel one touch plus 10 32 gb 25.6 cm [10.1] intel atom® 2 gb wi-fi 4 [802.11n] windows 10 home silver""",https://www.lambda-tek.com/Alcatel-8085-2CALGB1-P~sh/B6992171,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13953,amica adf450wh - dishwashers - dishwashers - laundry & dishwashers,https://www.harrygarlick.co.uk/laundry-and-dishwashers/dishwashers/dishwashers-2/adf450wh-10-place-slimline-dishwasher-6-progs-delay-timer.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,wahl wa9305-5612 easy cut haircutting kit,https://www.betta.com.au/wahl-easy-cut-haircutting-kit-669768,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,8636,lego&reg; ninjago&trade; battle for ninjago city 70728 |  australia,https://www.target.com.au/p/lego-reg-ninjago-trade-battle-for-ninjago-city-7-728/56050936,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,17381,jays electro mech – ag lego® certified stores australia,https://lego.bricksmegastore.com/products/jays-electro-mech,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7340,buy 5578-230-309 online @ megabuyaustralia,https://www.megabuy.com.au/jabra-stealth-uc-ms-p550417.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14702,smeg ecf01cruk espresso machine in cream | best price & free uk delivery,https://www.freenetelectrical.co.uk/smeg-ecf01cruk-espresso-machine-in-cream/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7227,samsung - printing samsung mlt-d309l h-yield blk toner c -,https://rosmancomputers.com.au/samsung-printing-samsung-mlt-d309l-h-yield-blk-toner-c/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7123,ubiquiti unifi [usw-industrial] managed switch | landmark computers,https://www.lmc.com.au/ubiquiti-unifi-usw-industrial-managed-switch,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7622,velbon m47 aluminium tripod with 2 way fluid video head - tripods & heads,https://carmarthencameras.com/tripods-and-heads/velbon-m47-aluminium-tripod-with-2-way-fluid-video-head.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7340,buy usw-flex-mini online @ megabuyaustralia,https://www.megabuy.com.au/ubiquiti-usw-flex-mini-managed-unifi-layer-2-gigabit-switch-1x-poe-input-p1065948.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,11370,rangemaster rmb608bl-ss | single oven electric | stainless steel |  kitchens & appliances,https://www.rdo.co.uk/rangemaster-built-in-single-oven-electric-rmb608bl-ss-stainless-steel.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,12073,"honeywell 3320g-2usb-0-n - barcodes, inc.",https://www.barcodesinc.com/honeywell/part-3320g-2usb-0-n.htm,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13712,| hifonix,https://www.hifonix.co.uk/detail/final-d8000-pro-edition-edition-planar-magnetic-headphones,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,breville lhm150sil the handy mix & store hand mixer white,https://www.betta.com.au/breville-165-watts-the-handy-mix-store-hand-mixer-white-676711,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7340,buy hl-l2300d online @ megabuy computer parts australia,https://www.megabuy.com.au/brother-hl-l2300d-duplex-mono-laser-printer-p480239.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13953,belling fs50etsil,https://www.harrygarlick.co.uk/catalog/product/view/id/614/s/fs50etsil-500mm-twin-cavity-electric-cooker-solid-plate-hob-silve,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,eversleep bhhaymm-sgl mattress single hayman medium,https://www.betta.com.au/eversleep-mattress-single-hayman-medium-755311,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,56,"v2962-k - draytek vigor 2962 - router - 4-port switch - gige, 2.5 gige - wan por",https://www.misco.co.uk/product/Draytek/V2962-K-DrayTek-Vigor-2962-Router-Firewall,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14117,miele esw6114 14 cm warming drawerpush 2 openlow temperature cooking function,https://www.appliancesuperstore.co.uk/miele-esw6114-14-cm-warming-drawer--push-2-open--low-temperature-cooking-function-3828-p.asp,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14813,barbie princess adventure doll - blonde hair | ,https://www.thetoyshop.com/dolls-soft-toys/dolls/fashion-dolls-and-accessories/Barbie-Princess-Adventure-Doll---Blonde-Hair/p/547448,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,11374,neff j1ace2hn0b built - under double ovens,https://buywiseappliances.co.uk/catalog/product/view/id/6308/s/neff-j1ace2hn0b-built-under-double-ovens/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6129,chevy shag rug lime 230x160cm - kogan.com,https://www.kogan.com/au/buy/chevy-shag-rug-lime-230x160cm-premium-rugs/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6772,breville bne500bks nespresso creatista uno espresso makerblack sesame,https://www.betta.com.au/breville-nespresso-creatista-uno-coffee-machine-722226,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,2274,dick smith | belkin 90cm lightning to 3.5mm aux cable adapter for apple iphone 7/8/plus/x | phones & accessories » smartphones accessories » cables & adapters,https://www.dicksmith.com.au/da/buy/belkin-lightning-to-35mm-audio-cable-90cm-black-av10172bt03-blk/,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,7206,"hp eliteone 800 g6 23,8 ips i7-10700 8 gb 256 gb ss 30z59pa | compras expresso online""",https://www.shoppingexpress.com.au/buy/hp-eliteone-800-g6-23.8-ips-i7-10700-8gb-256gb-ssd-w10p-all-in-one-pc/30Z59PA,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6728,buy infinity xt560 r5-5600x/16gb/512gb ssd + 2tb hdd/rtx3060ti 8gb desktop |  au,https://www.joycemayne.com.au/infinity-xt560-r5-5600x-16gb-512gb-ssd-2tb-hdd-rtx3060ti-8gb-desktop.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13953,uk new world nwbm157,https://www.electricaldiscountuk.co.uk/nwbm157-157litre-fridge-freezer-low-frost-class-a-white.html,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,14813,fisher-price blaze and the monster machines die cast vehicle - zeg | ,https://www.thetoyshop.com/cars-trains-planes/cars-trucks-diggers/Fisher-Price-Blaze-and-the-Monster-Machines-Die-Cast-Vehicle---Zeg/p/525059_CGH57,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,13285,"metra journey 11+ w/oe 4.3 - 99-6520b - next level""",https://getnextlevel.com/p5321_metra-journey-11-woe-43,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,5805,"nec 60005033 - nec multisync ea272f 68.6 cm [27] 1920 x 1080 pixels full hd led black""",https://www.lambda-tek.com/NEC-60005033~sh/B45304185,,,,,,,,,,,,,,,,
2021-06-01 17:05:00,6727,alara 3 seater fabric sofa with chaise,https://www.domayne.com.au/alara-3-seater-fabric-lounge-with-right-hand-facing-chaise-light-grey.html,,,,,,,,,,,,,,,,
